Museum number,Production date,prod_date_primary,start_year,end_year,midpoint_year,date_parse_status,Culture,Production place,Find spot
"No: 1951,1210.52",5thC,5thc,401.0,500.0,450.0,parsed_century_single,,,Found/Acquired: Rajghat
"No: 2022,3034.125",11thC BC-8thC BC,11thcbc-8thcbc,-1100.0,-701.0,-900.0,parsed_century_range,Western Zhou dynasty,Made in: China,
"No: 1865,0712.22",1stC-2ndC,1stc-2ndc,1.0,200.0,100.0,parsed_century_range,Roman,,
"No: 1923,0314.81.CR",1740 (circa),1740,1740.0,1740.0,1740.0,parsed_ad_single,,Made in: Meissen,
No: 1880.1026,1800 (circa),1800,1800.0,1800.0,1800.0,parsed_ad_single,,,Found/Acquired: India (South)
"No: Af1956,27.244",,,,,,no_date_text,,Made in: Gabon,
"No: 1992,0201.2",1459,1459,1459.0,1459.0,1459.0,parsed_ad_single,Ming dynasty,,
"No: 1923,0314.113.CR",1740 (circa),1740,1740.0,1740.0,1740.0,parsed_ad_single,,Made in: Capo di Monte,
"No: 1938,0524.141",1522-1620 (circa),1522-1620,1522.0,1620.0,1571.0,parsed_ad_range,Ming dynasty,Made in: China (North),Found/Acquired: China
"No: 1969,0419.1",9thC,9thc,801.0,900.0,850.0,parsed_century_single,,Made in: Nepal,Found/Acquired: Nepal
"No: 1936,0715.25.CR",1845,1845,1845.0,1845.0,1845.0,parsed_ad_single,,Factory in: Worcester (England),
"No: 1885,1227.98",1675-1725,1675-1725,1675.0,1725.0,1700.0,parsed_ad_range,Edo Period,Made in: Japan,
"No: 1957,0216.1",11thC,11thc,1001.0,1100.0,1050.0,parsed_century_single,,,Found/Acquired: Khajurāho (Dulādeo temple (?))
No: Franks.1067,19thC,19thc,1801.0,1900.0,1850.0,parsed_century_single,,Made in: Japan,
"No: 1856,0701.18",2ndC-3rdC(early),2ndc-3rdc,101.0,300.0,200.0,parsed_century_range,Romano-British,,Excavated/Findspot: London (England)
"No: 1875,1012.13",230BC-200BC (circa),230bc-200bc,-230.0,-200.0,-215.0,parsed_bc_range,Hellenistic,Made in: Boeotia,Excavated/Findspot: Tanagra (historic) (said to be from)
"No: 1961,1020.1",10thC-11thC,10thc-11thc,901.0,1100.0,1000.0,parsed_century_range,,Made in: Kashmir (historic),Found/Acquired: Kashmir (historic)
"No: Oc,LMS.169",18thC(late)-19thC(early),18thc-19thc,1701.0,1900.0,1800.0,parsed_century_range,,,Found/Acquired: Rarotonga
"No: PDF,A.495",18thC,18thc,1701.0,1800.0,1750.0,parsed_century_single,Qing dynasty,,
No: 118951,8thC BC-7thC BC,8thcbc-7thcbc,-800.0,-601.0,-700.0,parsed_century_range,Urartian,,Excavated/Findspot: Toprakkale
No: EA9866,,,-664.0,-332.0,-498.0,no_date_text,Late Period,,Found/Acquired: Egypt
"No: 1900,1213.1",1stC BC-1stC,1stcbc-1stc,-100.0,100.0,0.0,parsed_century_range,Roman,,
"No: 1851,0813.365",2ndC,2ndc,101.0,200.0,150.0,parsed_century_single,Roman,Made in: Gaul (historic),
"No: 1948,1203.25",1765 (modelled); 1765-1773 (made circa),1765,1765.0,1765.0,1765.0,parsed_ad_single,,Factory in: Sèvres,
"No: 1863,0728.372",300BC (circa),300bc,-300.0,-300.0,-300.0,parsed_bc_single,Sicilian,Made in: Sicily,Excavated/Findspot: Gela (Sicily)
"No: 1859,0301.19",475BC-450BC,475bc-450bc,-475.0,-450.0,-462.0,parsed_bc_range,Etruscan,Made in: Italy,
"No: 2016,8041.1",1350-1375,1350-1375,1350.0,1375.0,1362.0,parsed_ad_range,Late Medieval,Made in: England,
No: EA60341,,,,,,no_date_text,Ancient Egypt,,Found/Acquired: Egypt
"No: 1873,0820.64",200BC-150BC,200bc-150bc,-200.0,-150.0,-175.0,parsed_bc_range,Etruscan,Made in: Italy,
"No: 1824,0473.1",1stC-2ndC,1stc-2ndc,1.0,200.0,100.0,parsed_century_range,Roman,,Excavated/Findspot: Paramythia
"No: 1912,0716.1",19thC,19thc,1801.0,1900.0,1850.0,parsed_century_single,Qajar dynasty,Made in: Iran,Found/Acquired: Diyarbakır (province)
No: 1880.1032,1800 (circa),1800,1800.0,1800.0,1800.0,parsed_ad_single,,,Found/Acquired: India (South)
"No: 1887,0717.69",9thC,9thc,801.0,900.0,850.0,parsed_century_single,,,Found/Acquired: Bodhgayā
"No: Af1924,0707.2",1924 (before),1924,1924.0,1924.0,1924.0,parsed_ad_single,,Made in: Gabon,Found/Acquired: Ogowe
"No: 1978,0306.1",4thC-5thC,4thc-5thc,301.0,500.0,400.0,parsed_century_range,,Made in: Gandhara (historic - Pakistan);  Made in: Afghanistan,Found/Acquired: Hadda (probably)
"No: 1872,0701.98",11thC,11thc,1001.0,1100.0,1050.0,parsed_century_single,,,Found/Acquired: India (Central)
"No: Af1972,33.1",,,,,,no_date_text,,Made in: Nigeria (north),
"No: 1911,0416.1",300BC (circa),300bc,-300.0,-300.0,-300.0,parsed_bc_single,Hellenistic,Made in: Athens,Excavated/Findspot: Tanagra (historic) (said to be from)
"No: 1904,0204.411",2ndC,2ndc,101.0,200.0,150.0,parsed_century_single,Roman,Made in: Allier (town),
No: EA65430,,,,,,no_date_text,4th Dynasty,,Found/Acquired: Egypt
"No: 1925,0120.1",500BC-400BC,500bc-400bc,-500.0,-400.0,-450.0,parsed_bc_range,Etruscan,Made in: Italy,
"No: 1914,0218.4",14thC-15thC,14thc-15thc,1301.0,1500.0,1400.0,parsed_century_range,,,Found/Acquired: Deccan
"No: 1939,0619.215",2500BC-2000BC,2500bc-2000bc,-2500.0,-2000.0,-2250.0,parsed_bc_range,Indus Valley Civilisation,,Found/Acquired: Mohenjo-daro
"No: 1897,0401.1284",1450BC-1200BC,1450bc-1200bc,-1450.0,-1200.0,-1325.0,parsed_bc_range,Late Cypriot II,Made in: Cyprus,Excavated/Findspot: Enkomi
"No: Am1849,0629.7",,,1325.0,1521.0,1423.0,no_date_text,Aztec,,Excavated/Findspot: Mexico
"No: 1923,0314.6.CR",1745 (circa),1745,1745.0,1745.0,1745.0,parsed_ad_single,,Factory in: Meissen,
"No: 1824,0415.2",,,,,,no_date_text,Classical World,,
"No: 1940,0716.67",17thC-18thC,17thc-18thc,1601.0,1800.0,1700.0,parsed_century_range,,,Found/Acquired: Maharashtra (?)
"No: 1900,0727.3",550 BC - 520BC (circa),550bc-520bc,-550.0,-520.0,-535.0,parsed_bc_range,Archaic Greek,,Found/Acquired: Memphis (historic - Egypt) (perhaps)
No: 1880.344,1050 (samvat); 993-994 (CE),1050,1050.0,1050.0,1050.0,parsed_ad_single,,,Found/Acquired: Deccan
No: EA36313,,,,,,no_date_text,Ancient Egypt,,Found/Acquired: Egypt
"No: 1872,0701.83",9thC,9thc,801.0,900.0,850.0,parsed_century_single,,Made in: Orissa,Found/Acquired: Orissa
"No: 1982,1002.2",300BC-100BC,300bc-100bc,-300.0,-100.0,-200.0,parsed_bc_range,Hellenistic,Made in: Turkey (possibly),Found/Acquired: Tanagra (historic)
"No: 1873,0820.62",460BC (circa),460bc,-460.0,-460.0,-460.0,parsed_bc_single,Classical Greek,,Excavated/Findspot: Athens (said to be from)
"No: 1899,1229.2",700BC-650BC,700bc-650bc,-700.0,-650.0,-675.0,parsed_bc_range,Cypro-Archaic I,Made in: Cyprus,Excavated/Findspot: Kouklia
"No: 1910,0416.1",1-200,1-200,1.0,200.0,100.0,parsed_ad_range,Roman Period,,Found/Acquired: Algallarin
"No: 1864,1007.1272",625BC (circa),625bc,-625.0,-625.0,-625.0,parsed_bc_single,East Greek,,Excavated/Findspot: Deposit D&E (Kamiros)
"No: Af1969,09.1",1901 (circa),1901,1901.0,1901.0,1901.0,parsed_ad_single,,Made in: Côte d'Ivoire,Found/Acquired: Ghana
"No: 1851,0813.1",200BC (circa),200bc,-200.0,-200.0,-200.0,parsed_bc_single,Greek,Made in: Taranto (perhaps),Excavated/Findspot: Chessy
No: EA38018,,,,,,no_date_text,1st Dynasty; 2nd Dynasty,,Excavated/Findspot: Temple of Osiris-Khentimentu (Abydos)
"No: 2003,0302.1",1878,1878,1878.0,1878.0,1878.0,parsed_ad_single,,Factory in: England,
No: EA2313,,,,,,no_date_text,6th Dynasty,,Excavated/Findspot: Abydos
"No: 1864,1007.671",700BC-650BC (circa),700bc-650bc,-700.0,-650.0,-675.0,parsed_bc_range,Orientalising Period,Made in: Rhodes (?),Excavated/Findspot: Well (Kamiros)
No: EA36049,330BC-310BC,330bc-310bc,-330.0,-310.0,-320.0,parsed_bc_range,Classical Greek,,Excavated/Findspot: Alexandria (Egypt)
"No: As1933,0715.310",19thC(late)-20thC(early),19thc-20thc,1801.0,2000.0,1900.0,parsed_century_range,,Made in: India (historic - pre-1947),Found/Acquired: Chhindwara District
"No: 1966,0216.1",8thC,8thc,701.0,800.0,750.0,parsed_century_single,,Made in: India (Kashmir),Found/Acquired: Kashmir (historic)
"No: 1960,0729.1",14thC,14thc,1301.0,1400.0,1350.0,parsed_century_single,Yuan dynasty,,Found/Acquired: China
"No: 1956,1210.7",17thC,17thc,1601.0,1700.0,1650.0,parsed_century_single,,Made in: Kathmandu Valley,Found/Acquired: Nepal
"No: 1872,0816.51",300 BC-200 BC,300bc-200bc,-300.0,-200.0,-250.0,parsed_bc_range,Hellenistic,Made in: Cyprus,Excavated/Findspot: Idalion
"No: 1873,0820.575",450BC (circa),450bc,-450.0,-450.0,-450.0,parsed_bc_single,Corinthian,Made in: Corinth,Excavated/Findspot: Athens (?)
"No: 1824,0469.2",1stC-2ndC,1stc-2ndc,1.0,200.0,100.0,parsed_century_range,Roman,,Excavated/Findspot: Calabria
"No: 1863,0728.274",450BC (circa),450bc,-450.0,-450.0,-450.0,parsed_bc_single,Classical Greek,,Found/Acquired: Gela (Sicily)
"No: 1866,0319.1",2ndC BC-1stC BC (copying statue of the late fifth century BC),2ndcbc-1stcbc,-200.0,-1.0,-100.0,parsed_century_range,Hellenistic,Made in: Attica (Greece),Excavated/Findspot: Theatre of Dionysos
"No: 1879,0624.5",340BC-300BC,340bc-300bc,-340.0,-300.0,-320.0,parsed_bc_range,Hellenistic,Made in: Crete,Excavated/Findspot: Smyrna (historic) (said to be from)
"No: 1923,0314.114.CR",1740 (circa),1740,1740.0,1740.0,1740.0,parsed_ad_single,,Made in: Capo di Monte,
"No: 1799,0207.1",18thC,18thc,1701.0,1800.0,1750.0,parsed_century_single,,Made in: India (historic - pre-1947) (north),
No: W.412,19thC,19thc,1801.0,1900.0,1850.0,parsed_century_single,,,Found/Acquired: Beijing (city)
"No: Am,NWC.64",1778 (before),1778,1778.0,1778.0,1778.0,parsed_ad_single,,,Found/Acquired: North America
No: EA38049,,,,,,no_date_text,1st Dynasty,,Excavated/Findspot: Temple of Osiris-Khentimentu (Abydos)
"No: 1922,1115.1",500BC-480BC (circa),500bc-480bc,-500.0,-480.0,-490.0,parsed_bc_range,Archaic Greek,Made in: Arcadia (probably),Excavated/Findspot: Athens
"No: 1966,0328.20",500BC (circa),500bc,-500.0,-500.0,-500.0,parsed_bc_single,Attic,Made in: Athens,
"No: 1894,0216.7",19thC (late),19thc,1801.0,1900.0,1850.0,parsed_century_single,,Made in: India (historic - pre-1947) (Eastern),
"No: 1926,1115.9",375BC-350BC (circa),375bc-350bc,-375.0,-350.0,-362.0,parsed_bc_range,Boeotian,Made in: Boeotia,"Excavated/Findspot: Copais, Lake"
No: 115509,700BC-600BC,700bc-600bc,-700.0,-600.0,-650.0,parsed_bc_range,Neo-Assyrian,,
"No: Am1985,30.1",900-1450,900-1450,900.0,1450.0,1175.0,parsed_ad_range,Huaxtec,,Found/Acquired: Pánuco
"No: PDF,A.462",18thC,18thc,1701.0,1800.0,1750.0,parsed_century_single,Qing dynasty,Made in: Dehua,
"No: 1958,1016.1",10thC-11thC,10thc-11thc,901.0,1100.0,1000.0,parsed_century_range,Pala,Made in: India (Eastern),Found/Acquired: India (Eastern)
"No: 1814,0704.729",,,,,,no_date_text,,,
"No: 1910,0414.6",300BC (not later than circa),300bc,-300.0,-300.0,-300.0,parsed_bc_single,Hellenistic,Made in: Boeotia,
"No: 1973,0726.181",265-589,265-589,265.0,589.0,427.0,parsed_ad_range,Six Dynasties,,Found/Acquired: China
"No: 1883,0106.1",,,,,,no_date_text,Romano-British,,Excavated/Findspot: Gloucestershire
No: EA15099,,,-1550.0,-1069.0,-1309.5,no_date_text,New Kingdom,,Excavated/Findspot: Thebes (historic - Upper Egypt)
"No: 1893,0915.16",230BC-200BC,230bc-200bc,-230.0,-200.0,-215.0,parsed_bc_range,Hellenistic,Made in: Myrina (engraved in),Excavated/Findspot: Myrina
"No: 1824,0496+.2",440BC-420BC,440bc-420bc,-440.0,-420.0,-430.0,parsed_bc_range,Etruscan,Made in: Italy,
"No: 1868,0705.40",250BC-200BC,250bc-200bc,-250.0,-200.0,-225.0,parsed_bc_range,Hellenistic,Made in: Cyrenaica (historic),Found/Acquired: Cyrenaica (modern)
No: EA65335,,,-664.0,-332.0,-498.0,no_date_text,Late Period,,Found/Acquired: Egypt
"No: 1926,1115.3",450BC (circa),450bc,-450.0,-450.0,-450.0,parsed_bc_single,,Made in: Boeotia,"Excavated/Findspot: Copais, Lake"
"No: 1938,0314.22.CR",1749-1753 (circa),1749-1753,1749.0,1753.0,1751.0,parsed_ad_range,,Made in: Staffordshire;  Decorated in: London (England) (?;enamel),
No: PDF.416,18thC-19thC,18thc-19thc,1701.0,1900.0,1800.0,parsed_century_range,Qing dynasty,Made in: Dehua,
"No: Am1989,13.42",1980s,1980s,1980.0,1989.0,1984.0,parsed_decade_single,,Made in: Mexico City,
"No: 2022,3034.47",4700BC-2900BC,4700bc-2900bc,-4700.0,-2900.0,-3800.0,parsed_bc_range,Hongshan culture,Made in: China,
No: EA57742,,,,,,no_date_text,Naqada II; Predynastic,,Found/Acquired: Egypt
"No: 1874,0305.64",275BC (not later than),275bc,-275.0,-275.0,-275.0,parsed_bc_single,Hellenistic,,Excavated/Findspot: Tanagra (historic) (said to be from)
"No: 1864,1007.14",450BC (circa),450bc,-450.0,-450.0,-450.0,parsed_bc_single,East Greek,Made in: Ionia (historic - Greece) (?),Excavated/Findspot: Kechraki Cemetery (Kamiros)
"No: 1993,1211.3",2ndC BC-1stC BC,2ndcbc-1stcbc,-200.0,-1.0,-100.0,parsed_century_range,Ptolemaic; Roman,Made in: Egypt,
"No: Am1899,0517.1",400-800,400-800,400.0,800.0,600.0,parsed_ad_range,Classic Maya,,Excavated/Findspot: Palenque
No: PDF.428,18thC,18thc,1701.0,1800.0,1750.0,parsed_century_single,Qing dynasty,Made in: Dehua,
"No: 1955,0216.1",19thC(early),19thc,1801.0,1900.0,1850.0,parsed_century_single,,Made in: Java,Found/Acquired: Java
"No: 1856,1226.274",300BC-200BC (circa),300bc-200bc,-300.0,-200.0,-250.0,parsed_bc_range,Apulian (Greek),Made in: Puglia,Excavated/Findspot: Egnatia (historic)
"No: 1824,0498.4",750BC-700BC,750bc-700bc,-750.0,-700.0,-725.0,parsed_bc_range,Italic,Made in: Campania,
No: EA9869,,,-664.0,-332.0,-498.0,no_date_text,Late Period,,Found/Acquired: Egypt
No: Franks.311.A,1750-1820,1750-1820,1750.0,1820.0,1785.0,parsed_ad_range,Qing dynasty,Made in: Jingdezhen,Found/Acquired: China
"No: 1893,0320.5",18thC-19thC,18thc-19thc,1701.0,1900.0,1800.0,parsed_century_range,,Made in: Tibet (made in),Found/Acquired: China (North)
No: 1880.3397,4thC BC-3rdC BC (circa),4thcbc-3rdcbc,-400.0,-201.0,-300.0,parsed_century_range,,,Found/Acquired: Mathura (?)
"No: 1851,0813.6",1stC,1stc,1.0,100.0,50.0,parsed_century_single,Gallo-Roman; Roman Imperial,Made in: Gaul (historic),Excavated/Findspot: Tournus
"No: 1814,0704.932",1stC-3rdC,1stc-3rdc,1.0,300.0,150.0,parsed_century_range,Roman Imperial,,
"No: 1886,0915.2",3rdC BC-2ndC BC,3rdcbc-2ndcbc,-300.0,-101.0,-200.0,parsed_century_range,Hellenistic,,Excavated/Findspot: Syria
"No: 1938,0524.115",1522-1620 (circa),1522-1620,1522.0,1620.0,1571.0,parsed_ad_range,Ming dynasty,Made in: Shanxi (province) (Possibly),Found/Acquired: China
No: EA11053,,,-664.0,-332.0,-498.0,no_date_text,Late Period,,Found/Acquired: Egypt
"No: Am1981,27.1",1200 BC - 400 BC,1200bc-400bc,-1200.0,-400.0,-800.0,parsed_bc_range,Olmec,,Excavated/Findspot: Mexico
"No: 1878,1101.333",18thC,18thc,1701.0,1800.0,1750.0,parsed_century_single,,,Found/Acquired: Sri Lanka
"No: 1907,1020.2",475 BC-450 BC (circa),475bc-450bc,-475.0,-450.0,-462.0,parsed_bc_range,Etruscan,Made in: Italy,Excavated/Findspot: Arezzo (town)
"No: 1985,1115.4",1751-1850 (circa),1751-1850,1751.0,1850.0,1800.0,parsed_ad_range,,,Found/Acquired: Kandy
"No: 1925,1120.4",2ndC BC-1stC BC,2ndcbc-1stcbc,-200.0,-1.0,-100.0,parsed_century_range,Ptolemaic,Made in: Egypt,Excavated/Findspot: Egypt
No: Franks.456,18thC,18thc,1701.0,1800.0,1750.0,parsed_century_single,,Factory in: Fürstenberg,
"No: 1873,0820.15",3rdC,3rdc,201.0,300.0,250.0,parsed_century_single,Roman,,"Found/Acquired: Rhine, River (near)"
"No: 1970,1107.1",1700BC-1600BC,1700bc-1600bc,-1700.0,-1600.0,-1650.0,parsed_bc_range,Middle Minoan III,Made in: Crete,Excavated/Findspot: Kophinas (Based on comparisons with figurines known to be excavated from this site.)
No: EA36048,,,,,,no_date_text,Roman Period,,Found/Acquired: Egypt
"No: 1956,0106.1",300BC (circa),300bc,-300.0,-300.0,-300.0,parsed_bc_single,Hellenistic,Made in: Boeotia,
"No: 1951,1210.22",3rdC BC-3rdC,3rdcbc-3rdc,-300.0,300.0,0.0,parsed_century_range,,,Found/Acquired: Charsadda
"No: 1918,0101.153",,,,,,no_date_text,Classical World,,
No: EA9746,,,-664.0,-332.0,-498.0,no_date_text,Late Period,,Found/Acquired: Egypt
"No: 1856,1226.1085",1stC,1stc,1.0,100.0,50.0,parsed_century_single,Roman,,
No: Am.7426,,,,,,no_date_text,Moche,Made in: Peru,Excavated/Findspot: Macabi Island
No: 118035,664BC-525BC,664bc-525bc,-664.0,-525.0,-594.0,parsed_bc_range,26th Dynasty,Made in: Egypt,Excavated/Findspot: Byblos (historic - Phoenicia)
"No: 1926,0624.14",2ndC BC-1stC BC,2ndcbc-1stcbc,-200.0,-1.0,-100.0,parsed_century_range,Hellenistic,Made in: Cyprus,
"No: 1886,0322.9",1825-1875,1825-1875,1825.0,1875.0,1850.0,parsed_ad_range,,Made in: Japan,
"No: 1872,0816.24",550 BC-500 BC,550bc-500bc,-550.0,-500.0,-525.0,parsed_bc_range,Cypro-Archaic II,,Excavated/Findspot: Idalion
"No: 1825,1112.1",1-200,1-200,1.0,200.0,100.0,parsed_ad_range,Romano-British,,"Found/Acquired: Thames, River;  Found/Acquired: London Bridge"
"No: 1872,0701.128",18thC,18thc,1701.0,1800.0,1750.0,parsed_century_single,,,Found/Acquired: India
"No: 1855,1201.4",1470 (circa),1470,1470.0,1470.0,1470.0,parsed_ad_single,,,
"No: 1981,1113.15",18thC-19thC (circa),18thc-19thc,1701.0,1900.0,1800.0,parsed_century_range,Qing dynasty,,Found/Acquired: China
"No: 1906,0413.5",1stC-2ndC,1stc-2ndc,1.0,200.0,100.0,parsed_century_range,Roman,,
"No: 1772,0302.89",440BC (circa),440bc,-440.0,-440.0,-440.0,parsed_bc_single,Western Greek,Made in: Sicily (perhaps),Excavated/Findspot: Sicily
"No: 1957,0212.2",9thC (circa),9thc,801.0,900.0,850.0,parsed_century_single,,Made in: Pakistan (Swat Valley),Found/Acquired: North West Frontier Province
"No: 1882,0203.4",350BC (circa),350bc,-350.0,-350.0,-350.0,parsed_bc_single,Western Greek,Made in: Taranto,Excavated/Findspot: Taranto
"No: 1900,1117.35",19thC,19thc,1801.0,1900.0,1850.0,parsed_century_single,,,Found/Acquired: Jaipur
"No: 1954,1018.1",530BC-500BC (circa),530bc-500bc,-530.0,-500.0,-515.0,parsed_bc_range,Archaic Greek,Made in: Laconia (Greece) (probably),Excavated/Findspot: Sanctuary of Zeus (said to be from)
No: OA+.530,1626 (dated),1626,1626.0,1626.0,1626.0,parsed_ad_single,Ming dynasty; Tianqi,Made in: China (North),Found/Acquired: China
"No: 1956,0216.6",6thC BC(early),6thcbc,-600.0,-501.0,-550.0,parsed_century_single,Western Greek,Made in: Sicily,Excavated/Findspot: Selinus (historic) (?);  Excavated/Findspot: Agrigento (town) (?)
"No: 1926,1115.12",380BC-330BC (circa),380bc-330bc,-380.0,-330.0,-355.0,parsed_bc_range,Boeotian,Made in: Boeotia,"Excavated/Findspot: Copais, Lake (near)"
"No: Am1972,Q.111",1972 (before),1972,1972.0,1972.0,1972.0,parsed_ad_single,,,Found/Acquired: North America (?)
No: EA37450,600BC (circa),600bc,-600.0,-600.0,-600.0,parsed_bc_single,Ptolemaic; 26th Dynasty,,Found/Acquired: Egypt
No: 90991,,,,,,no_date_text,Neo-Assyrian,,Excavated/Findspot: Nimrud
"No: 1898,0703.4",18thC,18thc,1701.0,1800.0,1750.0,parsed_century_single,,,Found/Acquired: Sri Lanka
"No: Am1920,-.78",19thC(late) (?),19thc,1801.0,1900.0,1850.0,parsed_century_single,,,Found/Acquired: North America
No: EA22843,,,,,,no_date_text,Late Period; Ptolemaic,,Found/Acquired: Egypt
"No: 1996,0712.2",1stC-2ndC,1stc-2ndc,1.0,200.0,100.0,parsed_century_range,Roman,Made in: Egypt,
"No: 1948,1203.72",1760 (circa),1760,1760.0,1760.0,1760.0,parsed_ad_single,,Made in: Nymphenburg Palace,
"No: 1772,0316.29",450BC (circa),450bc,-450.0,-450.0,-450.0,parsed_bc_single,Western Greek,Made in: Sicily,Found/Acquired: Camarina (near)
"No: 1905,0314.5",470BC (circa),470bc,-470.0,-470.0,-470.0,parsed_bc_single,Western Greek,Made in: Medma,Found/Acquired: Locri
"No: 1980,0728.695",18thC(early),18thc,1701.0,1800.0,1750.0,parsed_century_single,Qing dynasty,Made in: Dehua,Found/Acquired: Dehua
"No: 1871,0601.1",2ndC,2ndc,101.0,200.0,150.0,parsed_century_single,Romano-British,,Excavated/Findspot: Earith
"No: Am1896,0125.1",400BC-AD400 (Marpole Culture),400bc-400,-40000.0,40000.0,0.0,parsed_century_range,,,Found/Acquired: Vancouver Island
No: 1880.132,18thC-19thC,18thc-19thc,1701.0,1900.0,1800.0,parsed_century_range,,,Found/Acquired: Tibet
"No: 1867,0510.1",330BC-300BC (circa),330bc-300bc,-330.0,-300.0,-315.0,parsed_bc_range,Campanian,Made in: Campania,Excavated/Findspot: Capua (said to be from)
"No: 1955,0216.6",19thC,19thc,1801.0,1900.0,1850.0,parsed_century_single,,Made in: Java,Found/Acquired: Java
"No: 1894,1031.4",3rdC BC,3rdcbc,-300.0,-201.0,-250.0,parsed_century_single,Hellenistic,Made in: Eretria,Excavated/Findspot: Eretria (said to be from)
"No: 1983,0426.7",1900 (circa),1900,1900.0,1900.0,1900.0,parsed_ad_single,,,Found/Acquired: Chennai District
No: PDF.489,19thC,19thc,1801.0,1900.0,1850.0,parsed_century_single,Qing dynasty,Made in: Dehua,
"No: 1980,0728.56",18thC-19thC (circa),18thc-19thc,1701.0,1900.0,1800.0,parsed_century_range,Qing dynasty,,Found/Acquired: Dehua
"No: 1966,0328.21",550BC (circa),550bc,-550.0,-550.0,-550.0,parsed_bc_single,Boeotian,Made in: Boeotia,
No: EA45195,,,,,,no_date_text,6th Dynasty,,Excavated/Findspot: Asyut (town)
"No: 1905,1024.6",300BC (circa),300bc,-300.0,-300.0,-300.0,parsed_bc_single,Hellenistic,Made in: Boeotia,Excavated/Findspot: Tanagra (historic) (said to be from)
"No: 1890,1105.1",100BC (circa),100bc,-100.0,-100.0,-100.0,parsed_bc_single,Hellenistic,Made in: Myrina,Excavated/Findspot: Myrina (said to be from)
"No: 1859,1228.154",18thC (or earlier),18thc,1701.0,1800.0,1750.0,parsed_century_single,,Made in: Java (probably),Found/Acquired: Java
"No: 1876,0510.1",520BC-500BC,520bc-500bc,-520.0,-500.0,-510.0,parsed_bc_range,Archaic Greek,Made in: Laconia (Greece) (?),Excavated/Findspot: Prizren (said to be from)
"No: PDF,A.447",18thC-19thC,18thc-19thc,1701.0,1900.0,1800.0,parsed_century_range,Qing dynasty,Made in: Dehua,
"No: 1987,0314.1",1100 (circa),1100,1100.0,1100.0,1100.0,parsed_ad_single,Chola,Made in: Tamil Nadu;  Made in: Thanjavur (probably),
"No: 1928,1006.1",19thC,19thc,1801.0,1900.0,1850.0,parsed_century_single,Qajar dynasty,Made in: Iran,
"No: 1857,1118.13",9thC-10thC,9thc-10thc,801.0,1000.0,900.0,parsed_century_range,,,Found/Acquired: Bambhra-ka-thul (?)
"No: 1895,0511.3",300BC (circa),300bc,-300.0,-300.0,-300.0,parsed_bc_single,Hellenistic,Made in: Tanagra (historic),Excavated/Findspot: Tanagra (historic)
