Museum number,Production date,prod_date_primary,start_year,end_year,midpoint_year,date_parse_status,Culture,Production place,Find spot
No: EA67186,,,-664.0,-332.0,-498.0,no_date_text,Late Period,,Excavated/Findspot: Saqqara (Memphis)
"No: 1966,0328.17",400BC-380BC,400bc-380bc,-400.0,-380.0,-390.0,parsed_bc_range,Etruscan,Made in: Italy,Excavated/Findspot: Norcia (near)
"No: 1938,0524.547",3rdC BC-2ndC BC (circa),3rdcbc-2ndcbc,-300.0,-101.0,-200.0,parsed_century_range,,,Found/Acquired: Inner Mongolia (autonomous region) (?)
"No: 1980,0728.666",1700-1750 (circa),1700-1750,1700.0,1750.0,1725.0,parsed_ad_range,Qing dynasty,Made in: Dehua,Found/Acquired: Dehua
"No: 1833,1109.5",18thC,18thc,1701.0,1800.0,1750.0,parsed_century_single,,,Found/Acquired: India (South)
No: Am.4536,,,,,,no_date_text,Chiriquí,,Excavated/Findspot: Panama;  Excavated/Findspot: Costa Rica (?)
"No: 1926,0415.32",150BC-100BC (circa),150bc-100bc,-150.0,-100.0,-125.0,parsed_bc_range,Hellenistic,,Excavated/Findspot: Damanhur
"No: 1896,0201.212",400BC-300,400bc-300,-40000.0,30000.0,-5000.0,parsed_century_range,Cypro-Classical II; Hellenistic,Made in: Cyprus,Excavated/Findspot: Kourion
"No: 1894,0309.34",19thC,19thc,1801.0,1900.0,1850.0,parsed_century_single,,Made in: Japan,
No: Franks.459.c,1644-1911,1644-1911,1644.0,1911.0,1778.0,parsed_ad_range,Qing dynasty,,Found/Acquired: China
"No: 1867,0508.761",1stC,1stc,1.0,100.0,50.0,parsed_century_single,Roman,,
"No: 1814,0704.709",6thC BC-5thC BC (?); 3rd century BC (Swaddling),6thcbc-5thcbc,-600.0,-401.0,-500.0,parsed_century_range,Archaic Period (Etruscan),,Found/Acquired: Palestrina
No: EA11145,,,-664.0,-332.0,-498.0,no_date_text,Late Period,,Found/Acquired: Egypt
"No: 1940,0716.89",18thC,18thc,1701.0,1800.0,1750.0,parsed_century_single,,,Found/Acquired: Maharashtra (?)
"No: 1925,0610.3",2ndC-3rdC,2ndc-3rdc,101.0,300.0,200.0,parsed_century_range,Romano-British,,Excavated/Findspot: Felmingham Hall (Felmingham Hall Hoard)
"No: 1872,0816.16",470BC (circa),470bc,-470.0,-470.0,-470.0,parsed_bc_single,,,Excavated/Findspot: Idalion
"No: 1905,0609.2",300 (circa),300,300.0,300.0,300.0,parsed_ad_single,Roman,Made in: Athens,
No: EA50699,,,-1550.0,-1292.0,-1421.0,no_date_text,18th Dynasty,,Excavated/Findspot: Tomb of Thutmose III (?)
"No: 1940,0401.20",1727-33 (circa),1727-33,1727.0,33.0,880.0,parsed_ad_range,,Factory in: Meissen,
"No: 1873,0820.632",250BC-200BC (circa),250bc-200bc,-250.0,-200.0,-225.0,parsed_bc_range,Western Greek,Made in: Canosa di Puglia,Excavated/Findspot: Canosa di Puglia
"No: 1923,0314.74.CR",1745-7,1745-7,1745.0,7.0,876.0,parsed_ad_range,,Made in: Meissen,
"No: 1998,0122.4",500BC-475BC,500bc-475bc,-500.0,-475.0,-488.0,parsed_bc_range,Corinthian,Made in: Corinth,
"No: 1906,0310.1",1-75 (circa),1-75,1.0,75.0,38.0,parsed_ad_range,Roman Imperial; Hellenistic,Made in: Myrina,Excavated/Findspot: Myrina (said to be from)
"No: 1873,0820.538",270BC-200BC (circa),270bc-200bc,-270.0,-200.0,-235.0,parsed_bc_range,Western Greek,Made in: Canosa di Puglia,Excavated/Findspot: Canosa di Puglia
"No: 1995,0702.1",1stC-4thC,1stc-4thc,1.0,400.0,200.0,parsed_century_range,Romano-British,,Excavated/Findspot: Chichester (West Sussex) (near)
No: 114318,2500BC,2500bc,-2500.0,-2500.0,-2500.0,parsed_bc_single,Early Dynastic III,,Excavated/Findspot: Tell Al-'Ubaid
"No: 1895,0830.1",350BC-320BC,350bc-320bc,-350.0,-320.0,-335.0,parsed_bc_range,Classical Greek,Made in: Rhodes,Found/Acquired: Tanagra (historic) (said to be)
"No: 1868,0110.739",330BC-320BC (not later than),330bc-320bc,-330.0,-320.0,-325.0,parsed_bc_range,Hellenistic,Made in: Crete,Excavated/Findspot: Corfu
No: EA15563,,,-1069.0,-945.0,-1007.0,no_date_text,21st Dynasty,,Found/Acquired: Egypt
"No: 1872,0701.78",13thC,13thc,1201.0,1300.0,1250.0,parsed_century_single,,Made in: Konark,Found/Acquired: Orissa
"No: 1887,0725.1",540BC-520BC,540bc-520bc,-540.0,-520.0,-530.0,parsed_bc_range,Etruscan,Made in: Italy,Excavated/Findspot: Todi
"No: 1983,0426.6",1900 (circa),1900,1900.0,1900.0,1900.0,parsed_ad_single,,,Found/Acquired: Chennai District
"No: 1907,1201.258",6thC BC,6thcbc,-600.0,-501.0,-550.0,parsed_century_single,East Greek,,Excavated/Findspot: Temple of Artemis (Ephesus)
"No: 1952,1028.15",386-534,386-534,386.0,534.0,460.0,parsed_ad_range,Northern Wei dynasty,,Found/Acquired: China
"No: 1884,1221.2",,,,,,no_date_text,Romano-British,,Excavated/Findspot: West Stoke
"No: 1992,0201.1",1628-1644,1628-1644,1628.0,1644.0,1636.0,parsed_ad_range,Ming dynasty; Chongzhen,,Found/Acquired: China
No: EA2295,,,,,,no_date_text,12th Dynasty,,Found/Acquired: Egypt
"No: 1973,0726.193",618-750,618-750,618.0,750.0,684.0,parsed_ad_range,Tang dynasty,Made in: China (North),Found/Acquired: China
"No: 1856,0701.24",,,,,,no_date_text,Romano-British,,"Excavated/Findspot: Thames, River"
"No: 2009,5021.5",350BC (about),350bc,-350.0,-350.0,-350.0,parsed_bc_single,Classical Greek,Made in: Greece,
"No: 1814,0704.1021",1stC-2ndC,1stc-2ndc,1.0,200.0,100.0,parsed_century_range,Roman,,
No: EA37280,,,,,,no_date_text,1st Dynasty; 2nd Dynasty,,Excavated/Findspot: Temple of Osiris-Khentimentu (Abydos)
"No: 1982,0729.83",4thC BC(late) (circa),4thcbc,-400.0,-301.0,-350.0,parsed_century_single,Hellenistic,Made in: Cyprus,Excavated/Findspot: Salamis (historic - Cyprus)
"No: As1991,07.9",,,,,,no_date_text,,,Found/Acquired: Delhi (district)
"No: 1983,1010.1",1692,1692,1692.0,1692.0,1692.0,parsed_ad_single,Kangxi; Qing dynasty,Made in: China,Found/Acquired: China
"No: 1866,0415.172",4thC BC(late),4thcbc,-400.0,-301.0,-350.0,parsed_century_single,Hellenistic,Made in: Cyrenaica (historic),Found/Acquired: Cyrenaica (modern) (bought in)
"No: 1945,1017.214",5thC BC-3rdC BC,5thcbc-3rdcbc,-500.0,-201.0,-350.0,parsed_century_range,,,Found/Acquired: Inner Mongolia (autonomous region) (?)
"No: 1867,0512.16",350BC,350bc,-350.0,-350.0,-350.0,parsed_bc_single,Corinthian,Made in: Corinth,Excavated/Findspot: Banghazi
No: 1880.1007,18thC,18thc,1701.0,1800.0,1750.0,parsed_century_single,,,Found/Acquired: Deccan
"No: 1913,0609.1",18thC-19thC,18thc-19thc,1701.0,1900.0,1800.0,parsed_century_range,,,Found/Acquired: Sri Lanka
"No: Am1982,06.1",1982 (before),1982,1982.0,1982.0,1982.0,parsed_ad_single,,,Found/Acquired: Apiaí
"No: 1980,0728.79",18thC,18thc,1701.0,1800.0,1750.0,parsed_century_single,Qing dynasty,,Found/Acquired: Dehua
"No: 2022,3034.134",11thC BC-8thC BC,11thcbc-8thcbc,-1100.0,-701.0,-900.0,parsed_century_range,Western Zhou dynasty,Made in: China,
"No: 1861,0728.8",7thC-8thC,7thc-8thc,601.0,800.0,700.0,parsed_century_range,,,Found/Acquired: Ushkur (?);  Found/Acquired: Peshawar District (?)
"No: 1974,1204.14",,,,,,no_date_text,Etruscan,Made in: Italy,
"No: Am1855,1220.271",1855 (before),1855,1855.0,1855.0,1855.0,parsed_ad_single,,,Found/Acquired: North America
"No: 1805,0703.36",50-100,50-100,50.0,100.0,75.0,parsed_ad_range,Roman,,Excavated/Findspot: Porta Latina (near)
"No: 1932,1018.1",2600BC-2400BC,2600bc-2400bc,-2600.0,-2400.0,-2500.0,parsed_bc_range,Keros-Syros Culture,Made in: Cyclades,
"No: 1979,0702.3",19thC(late),19thc,1801.0,1900.0,1850.0,parsed_century_single,Meiji Era,Made in: Tokyo-to,
"No: 1923,0314.71.CR",1745-1750,1745-1750,1745.0,1750.0,1748.0,parsed_ad_range,,Factory in: Meissen,
"No: 1856,1226.268",1stC,1stc,1.0,100.0,50.0,parsed_century_single,Roman,Made in: Campania,Found/Acquired: Ruvo (Puglia) (said to be from)
"No: 1992,0106.1",1770-1773 (circa),1770-1773,1770.0,1773.0,1772.0,parsed_ad_range,,Factory in: Sèvres,
"No: Af1949,46.522",,,,,,no_date_text,,Made in: Yambio,
No: EA9736,332BC-31BC,332bc-31bc,-332.0,-31.0,-182.0,parsed_bc_range,Ptolemaic,,Excavated/Findspot: Asasif (Thebes)
"No: 1951,1210.31",1stC BC-3rdC,1stcbc-3rdc,-100.0,300.0,100.0,parsed_century_range,,,Found/Acquired: Malka Dheri
"No: 1859,0716.2",450BC (circa),450bc,-450.0,-450.0,-450.0,parsed_bc_single,Western Greek,Made in: Medma,Excavated/Findspot: Pompeii (historic)
"No: Am1989,13.13",1980s,1980s,1980.0,1989.0,1984.0,parsed_decade_single,,Made in: Mexico City,
No: EA32594,,,,,,no_date_text,Late Period; Ptolemaic,,Found/Acquired: Egypt
No: EA55261,,,-2686.0,-2181.0,-2433.5,no_date_text,Old Kingdom,,Found/Acquired: Egypt
"No: 1824,0410.2",1stC-2ndC,1stc-2ndc,1.0,200.0,100.0,parsed_century_range,Roman,,Excavated/Findspot: Italy
No: EA50704,,,-1550.0,-1292.0,-1421.0,no_date_text,18th Dynasty,,Found/Acquired: Tomb of Thutmose III
No: EA60861,,,,,,no_date_text,Ancient Egypt,,Found/Acquired: Egypt
"No: 1867,0205.3",450BC (circa),450bc,-450.0,-450.0,-450.0,parsed_bc_single,Boeotian,Made in: Boeotia,Excavated/Findspot: Thespiae
"No: 1757,0815.19.b",,,,,,no_date_text,Classical World,,
"No: 1962,1023.1.a",1900,1900,1900.0,1900.0,1900.0,parsed_ad_single,Qing dynasty,Made in: Beijing (city) (Commissioned by Capt. Francis Garden Poole.),Found/Acquired: China
"No: 1905,0314.1",480BC (circa),480bc,-480.0,-480.0,-480.0,parsed_bc_single,Western Greek,Made in: Locri Epizephyrii (historic),Found/Acquired: Locri
"No: 1866,0101.298-299",650 BC-600 BC,650bc-600bc,-650.0,-600.0,-625.0,parsed_bc_range,Cypro-Archaic,Made in: Cyprus,Excavated/Findspot: Pyrga
"No: Am1922,1211.1",1300-1521,1300-1521,1300.0,1521.0,1410.0,parsed_ad_range,Aztec,,Excavated/Findspot: Valley of Mexico
No: EA11055,,,-664.0,-332.0,-498.0,no_date_text,Late Period,,Found/Acquired: Egypt
"No: 1984,1107.1",300BC (circa),300bc,-300.0,-300.0,-300.0,parsed_bc_single,Hellenistic,Made in: Crete,Excavated/Findspot: Cydonia
"No: 1861,1024.3",450BC (circa),450bc,-450.0,-450.0,-450.0,parsed_bc_single,East Greek,Made in: Rhodes,Excavated/Findspot: Kamiros (historic)
No: EA50701,,,-1550.0,-1292.0,-1421.0,no_date_text,18th Dynasty,,Excavated/Findspot: Tomb of Thutmose III (?)
"No: 1824,0423.23",,,,,,no_date_text,Classical World,,
No: EA66675,,,-664.0,-332.0,-498.0,no_date_text,Late Period,,Found/Acquired: Egypt
No: 134382,4thC-5thC,4thc-5thc,301.0,500.0,400.0,parsed_century_range,Early Sasanian,,
"No: 1936,1012.224",728 (Date recorded for the death of general Liu Tingxun.),728,728.0,728.0,728.0,parsed_ad_single,Tang dynasty,,Found/Acquired: Luoyang
"No: 1967,0221.13.2",5thC BC-1stC BC (circa),5thcbc-1stcbc,-500.0,-1.0,-250.0,parsed_century_range,,,Found/Acquired: Sar Dheri (?)
No: EA61,,,-1550.0,-1292.0,-1421.0,no_date_text,18th Dynasty,,Excavated/Findspot: Karnak (Thebes)
"No: 1926,0930.17",2ndC,2ndc,101.0,200.0,150.0,parsed_century_single,Roman,Made in: Egypt,
"No: 1889,0808.4",300BC-275BC (circa),300bc-275bc,-300.0,-275.0,-288.0,parsed_bc_range,Hellenistic,Made in: Boeotia,Excavated/Findspot: Tanagra (historic) (said to be from)
"No: 1907,0519.5",2ndC BC(late)-1stC BC (circa),2ndcbc-1stcbc,-200.0,-1.0,-100.0,parsed_century_range,Hellenistic,Made in: Smyrna (historic),
"No: 1805,0703.475",1800 (circa),1800,1800.0,1800.0,1800.0,parsed_ad_single,,,Found/Acquired: India (south)
"No: 1875,0309.10",350BC (circa),350bc,-350.0,-350.0,-350.0,parsed_bc_single,Attic,Made in: Athens,Excavated/Findspot: Tanagra (historic) (said to be from)
"No: 1947,0712.466",1100BC-901BC (circa),1100bc-901bc,-1100.0,-901.0,-1000.0,parsed_bc_range,Zhou dynasty,,Found/Acquired: China
"No: Af1949,46.492",1875-1940 (circa),1875-1940,1875.0,1940.0,1908.0,parsed_ad_range,,Made in: Democratic Republic of Congo,
"No: Af1949,46.523",,,,,,no_date_text,,Made in: Yambio,
"No: 1837,0609.87",410BC-380BC,410bc-380bc,-410.0,-380.0,-395.0,parsed_bc_range,Etruscan,Made in: Vulci (probably),Excavated/Findspot: Vulci (probably)
No: EA51259,,,-1550.0,-1292.0,-1421.0,no_date_text,18th Dynasty,,Excavated/Findspot: Temple of Hathor (Faras)
"No: 1980,0728.89",1751-1800 (circa),1751-1800,1751.0,1800.0,1776.0,parsed_ad_range,Qing dynasty,,Found/Acquired: Dehua
"No: 1967,0221.20.23",1stC-3rdC (circa),1stc-3rdc,1.0,300.0,150.0,parsed_century_range,,,Found/Acquired: Mathura
No: 114312,2500BC,2500bc,-2500.0,-2500.0,-2500.0,parsed_bc_single,Early Dynastic III,,Excavated/Findspot: Tell Al-'Ubaid
"No: 1894,1101.193",600BC-500BC,600bc-500bc,-600.0,-500.0,-550.0,parsed_bc_range,Cypro-Archaic II,Made in: Cyprus,Excavated/Findspot: Amathus (historic)
"No: 1846,0925.33.a",200BC-100BC (circa),200bc-100bc,-200.0,-100.0,-150.0,parsed_bc_range,Apulian (Greek),Made in: Puglia,Excavated/Findspot: Italy
No: 105150,2000BC-1750BC,2000bc-1750bc,-2000.0,-1750.0,-1875.0,parsed_bc_range,Middle Bronze Age,,"Excavated/Findspot: Syria, North (?)"
No: Franks.1065,1670s-1690s,1670s-1690s,1670.0,1699.0,1684.0,parsed_decade_range,Edo Period,Made in: Kakiemon Kiln (Nangawara),
"No: 1853,0108.11",18thC-19thC,18thc-19thc,1701.0,1900.0,1800.0,parsed_century_range,,,Found/Acquired: Deccan
"No: 1958,1214.1",16thC,16thc,1501.0,1600.0,1550.0,parsed_century_single,,,Found/Acquired: Nepal
"No: 1882,0204.9",420BC (circa),420bc,-420.0,-420.0,-420.0,parsed_bc_single,Western Greek,Made in: Taranto,Excavated/Findspot: Taranto
"No: Am1989,13.123",1980s,1980s,1980.0,1989.0,1984.0,parsed_decade_single,,Made in: Mexico City,
"No: 1861,0728.15",7thC-8thC,7thc-8thc,601.0,800.0,700.0,parsed_century_range,,,Found/Acquired: Ushkur (?);  Found/Acquired: Peshawar District (?)
"No: 1814,0704.835",50-100,50-100,50.0,100.0,75.0,parsed_ad_range,Roman,Made in: Italy,
"No: 1998,0124.1",2ndC BC (circa),2ndcbc,-200.0,-101.0,-150.0,parsed_century_single,,Made in: India (historic - pre-1947),Found/Acquired: India (north)
No: EA9863,,,-664.0,-332.0,-498.0,no_date_text,Late Period,,Found/Acquired: Egypt
"No: 1856,1226.779",480BC-460BC,480bc-460bc,-480.0,-460.0,-470.0,parsed_bc_range,Etrusco-Campanian; Classical Period (Etruscan),Made in: Campania,Excavated/Findspot: Torre Annunziata
"No: 1990,0611.1.a-c",10thC,10thc,901.0,1000.0,950.0,parsed_century_single,Song dynasty; Buddhist,,Found/Acquired: China
No: EA37641,,,,,,no_date_text,Late Period; Ptolemaic,,Found/Acquired: Egypt
"No: 1824,0460.1",1stC,1stc,1.0,100.0,50.0,parsed_century_single,Roman,,
"No: 1852,0707.5",600BC (circa),600bc,-600.0,-600.0,-600.0,parsed_bc_single,Corinthian,Made in: Corinth,Excavated/Findspot: Athens (?)
"No: 2005,OA+.8",,,,,,no_date_text,,,Found/Acquired: Baluchistan (Pakistan) (?)
"No: 1864,1007.15",7thC BC,7thcbc,-700.0,-601.0,-650.0,parsed_century_single,East Greek,,Excavated/Findspot: Kamiros (historic)
"No: 1961,1213.1",8thC-9thC,8thc-9thc,701.0,900.0,800.0,parsed_century_range,,,Found/Acquired: India (South)
"No: 1974,1204.2",,,,,,no_date_text,Etruscan,Made in: Etruria (historic - Italy),
No: MAS.1011,6thC-7thC,6thc-7thc,501.0,700.0,600.0,parsed_century_range,,,Excavated/Findspot: Ming-oi;  Excavated/Findspot: 明屋 (Chinese)
No: EA9754,,,-664.0,-332.0,-498.0,no_date_text,Late Period,,Found/Acquired: Egypt
"No: 1980,0728.134",1600-1644 (circa),1600-1644,1600.0,1644.0,1622.0,parsed_ad_range,Ming dynasty,Made in: Dehua,Found/Acquired: Dehua
"No: 1874,0305.67",250BC-200BC (circa),250bc-200bc,-250.0,-200.0,-225.0,parsed_bc_range,Hellenistic,Made in: Boeotia,Excavated/Findspot: Tanagra (historic) (said to be from)
"No: 1950,1117.157",5thC BC-1stC BC (circa),5thcbc-1stcbc,-500.0,-1.0,-250.0,parsed_century_range,,,Found/Acquired: Inner Mongolia (autonomous region) (?)
"No: 1867,0508.764",1stC (probably),1stc,1.0,100.0,50.0,parsed_century_single,Roman,,
No: EA11334,,,,,,no_date_text,25th Dynasty,,Found/Acquired: Egypt
"No: 1856,0514.25",490BC (circa),490bc,-490.0,-490.0,-490.0,parsed_bc_single,Western Greek,Made in: Medma,Excavated/Findspot: Turkey
"No: 1893,0915.8",1stC BC,1stcbc,-100.0,-1.0,-50.0,parsed_century_single,Hellenistic; Roman Imperial,Made in: Myrina,Excavated/Findspot: Myrina
"No: 1848,0803.44",,,,,,no_date_text,Romano-British,,"Excavated/Findspot: Thames, River"
"No: 1951,1210.9",3rdC BC-3rdC,3rdcbc-3rdc,-300.0,300.0,0.0,parsed_century_range,,,Found/Acquired: Sar Dheri
"No: 1962,0721.1",12thC,12thc,1101.0,1200.0,1150.0,parsed_century_single,Hoysala,,Found/Acquired: Mysore (historic - state)
"No: 1951,1012.1",520BC-500BC (circa),520bc-500bc,-520.0,-500.0,-510.0,parsed_bc_range,Archaic Greek,,Excavated/Findspot: Delphi (historic - city) (said to be from)
"No: 1859,1226.32",350BC-300BC (circa),350bc-300bc,-350.0,-300.0,-325.0,parsed_bc_range,Hellenistic,,Excavated/Findspot: Temple of Demeter (Knidos)
"No: 1856,0701.5108",,,,,,no_date_text,Romano-British,,Found/Acquired: Essex
"No: 1884,0322.6",380BC (circa),380bc,-380.0,-380.0,-380.0,parsed_bc_single,Western Greek,Made in: Taranto,Excavated/Findspot: Taranto
"No: 1905,1218.3",5thC-6thC,5thc-6thc,401.0,600.0,500.0,parsed_century_range,,Made in: Buddam,Found/Acquired: Buddam
"No: 1942,0417.1",1467,1467,1467.0,1467.0,1467.0,parsed_ad_single,Ming dynasty; Chenghua,Made in: China,Found/Acquired: China
"No: 1893,0915.14",1stC BC-1stC,1stcbc-1stc,-100.0,100.0,0.0,parsed_century_range,Hellenistic; Roman Imperial,Made in: Myrina,Excavated/Findspot: Myrina
No: EA9749,,,-664.0,-332.0,-498.0,no_date_text,Late Period,,Found/Acquired: Egypt
"No: 1922,1020.6",18thC-19thC,18thc-19thc,1701.0,1900.0,1800.0,parsed_century_range,,Lustred in: India (South),Found/Acquired: India (South)
No: PDF.497,19thC,19thc,1801.0,1900.0,1850.0,parsed_century_single,Qing dynasty,Made in: Dehua,
"No: 1878,1019.79",1stC-2ndC,1stc-2ndc,1.0,200.0,100.0,parsed_century_range,Roman,,
"No: 1824,0423.1",2ndC BC (circa),2ndcbc,-200.0,-101.0,-150.0,parsed_century_single,Hellenistic,,
"No: 1892,1104.61",2ndC-3rdC,2ndc-3rdc,101.0,300.0,200.0,parsed_century_range,,,Found/Acquired: Nigrai (?)
"No: 1859,0216.2",300BC-275BC,300bc-275bc,-300.0,-275.0,-288.0,parsed_bc_range,Apulian (local); Daunian,Made in: Canosa di Puglia,Excavated/Findspot: Calvi (Caserta)
"No: 1882,0204.62",410BC (circa),410bc,-410.0,-410.0,-410.0,parsed_bc_single,Western Greek,Made in: Taranto,Excavated/Findspot: Taranto
"No: 1865,1118.230",720BC-700BC,720bc-700bc,-720.0,-700.0,-710.0,parsed_bc_range,Geometric Greek,,
"No: 1967,0221.20.33",4thC BC-3rdC BC (circa),4thcbc-3rdcbc,-400.0,-201.0,-300.0,parsed_century_range,,,Found/Acquired: Mathura
"No: 1960,0411.3",9thC (first half),9thc,801.0,900.0,850.0,parsed_century_single,,,Found/Acquired: Kashmir (historic)
No: EA52832,,,,,,no_date_text,Ancient Egypt,,Excavated/Findspot: Thebes (historic - Upper Egypt)
"No: 1894,1101.252",600BC-500BC,600bc-500bc,-600.0,-500.0,-550.0,parsed_bc_range,Cypro-Archaic II,Made in: Cyprus,Excavated/Findspot: Amathus (historic)
"No: 1966,0223.5",5thC BC-4thC BC (circa),5thcbc-4thcbc,-500.0,-301.0,-400.0,parsed_century_range,Eastern Zhou dynasty,Made in: China,
"No: 1859,1228.76",1800-1816,1800-1816,1800.0,1816.0,1808.0,parsed_ad_range,,Made in: Java,Found/Acquired: Java
"No: 1856,1226.367",350BC (circa),350bc,-350.0,-350.0,-350.0,parsed_bc_single,Apulian (Greek),Made in: Puglia,Excavated/Findspot: Egnatia (historic)
No: EA60992,,,,,,no_date_text,Late Period; Ptolemaic,,Found/Acquired: Egypt
No: EA22928,,,-664.0,-332.0,-498.0,no_date_text,Late Period,,Found/Acquired: Egypt
"No: 1952,1028.14",386-534,386-534,386.0,534.0,460.0,parsed_ad_range,Northern Wei dynasty,,Found/Acquired: China
"No: 1940,0610.4",450BC (circa),450bc,-450.0,-450.0,-450.0,parsed_bc_single,Boeotian,Made in: Boeotia,Excavated/Findspot: Boeotia
"No: 1981,0101.424",1775-1815 (circa),1775-1815,1775.0,1815.0,1795.0,parsed_ad_range,,Factory in: Derby (Derbyshire),
"No: 1894,0507.1",1stC-3rdC,1stc-3rdc,1.0,300.0,150.0,parsed_century_range,Gallo-Roman; Roman Imperial,Made in: Gaul (historic),Excavated/Findspot: Vienne (département)
"No: 2022,3034.210",7thC-12thC,7thc-12thc,601.0,1200.0,900.0,parsed_century_range,Tang dynasty; Liao dynasty,Made in: China,
"No: 1967,0221.20.18",4thC BC-3rdC BC (circa),4thcbc-3rdcbc,-400.0,-201.0,-300.0,parsed_century_range,,,Found/Acquired: Mathura
"No: 1875,0309.12",500BC (circa),500bc,-500.0,-500.0,-500.0,parsed_bc_single,Boeotian,Made in: Boeotia,Excavated/Findspot: Tanagra (historic)
"No: 1857,1220.67",420BC (circa),420bc,-420.0,-420.0,-420.0,parsed_bc_single,East Greek,Made in: Halicarnassus (historic),Excavated/Findspot: Halicarnassus (historic)
No: EA37448,400BC-300BC (circa),400bc-300bc,-400.0,-300.0,-350.0,parsed_bc_range,Late Period,,Found/Acquired: Egypt
No: EA51260,,,-1550.0,-1292.0,-1421.0,no_date_text,18th Dynasty,,Excavated/Findspot: Temple of Hathor (Faras)
No: PDF.418,19thC,19thc,1801.0,1900.0,1850.0,parsed_century_single,Qing dynasty,Made in: Dehua,
"No: 1772,0302.231",480BC-460BC,480bc-460bc,-480.0,-460.0,-470.0,parsed_bc_range,Etruscan,Made in: Italy,
"No: 1981,0101.423",1765-1775 (circa),1765-1775,1765.0,1775.0,1770.0,parsed_ad_range,,Factory in: Derby (Derbyshire),
"No: 1962,1023.1.b",1900,1900,1900.0,1900.0,1900.0,parsed_ad_single,Qing dynasty,Made in: Beijing (city) (Commissioned by Capt. Francis Garden Poole.),Found/Acquired: China
"No: 1948,0218.1",11thC-12thC,11thc-12thc,1001.0,1200.0,1100.0,parsed_century_range,,Made in: Nepal,Found/Acquired: Nepal
"No: 1871,0708.3",1450BC-1200BC,1450bc-1200bc,-1450.0,-1200.0,-1325.0,parsed_bc_range,Cypriot,Made in: Cyprus,Excavated/Findspot: Cyprus
"No: 1872,0701.93",13thC,13thc,1201.0,1300.0,1250.0,parsed_century_single,,,Found/Acquired: Orissa
No: 1880.1024,1800 (circa),1800,1800.0,1800.0,1800.0,parsed_ad_single,,,Found/Acquired: India (South)
No: MAS.1012,6thC-7thC,6thc-7thc,501.0,700.0,600.0,parsed_century_range,,,Excavated/Findspot: Ming-oi;  Excavated/Findspot: 明屋 (Chinese)
"No: 1953,0501.4",2ndC BC-1stC BC,2ndcbc-1stcbc,-200.0,-1.0,-100.0,parsed_century_range,Hellenistic,Made in: Smyrna (historic),Excavated/Findspot: Bornova (said to be from)
"No: 1938,0314.77.CR",1750,1750,1750.0,1750.0,1750.0,parsed_ad_single,,Factory in: Bristol (England),
"No: 1987,0402.29",1stC BC-1stC,1stcbc-1stc,-100.0,100.0,0.0,parsed_century_range,Roman,Made in: Egypt,
"No: 1894,1101.200",600BC-500BC,600bc-500bc,-600.0,-500.0,-550.0,parsed_bc_range,Cypro-Archaic II,Made in: Cyprus,Excavated/Findspot: Amathus (historic)
"No: 1887,0307,II.3",1751-1753 (circa),1751-1753,1751.0,1753.0,1752.0,parsed_ad_range,,Factory in: New Canton (historic),
No: EA66819,,,-664.0,-332.0,-498.0,no_date_text,Late Period,,Found/Acquired: Egypt
"No: 1983,0426.10",1900 (circa),1900,1900.0,1900.0,1900.0,parsed_ad_single,,,Found/Acquired: Chennai District
"No: 1887,0212.2",1stC BC-1stC,1stcbc-1stc,-100.0,100.0,0.0,parsed_century_range,Roman,Made in: Italy,Excavated/Findspot: Syria (said to be from)
"No: 1894,0718.12",380BC (circa),380bc,-380.0,-380.0,-380.0,parsed_bc_single,Boeotian,Made in: Boeotia,Excavated/Findspot: Eretria (said to be from)
"No: Af1909,0513.1",1765 (circa),1765,1765.0,1765.0,1765.0,parsed_ad_single,,Made in: Democratic Republic of Congo,Found/Acquired: Mushenge
No: 132018,800BC-600BC,800bc-600bc,-800.0,-600.0,-700.0,parsed_bc_range,Urartian,,
"No: 1894,0216.10",19thC(late),19thc,1801.0,1900.0,1850.0,parsed_century_single,,Made in: Krishnanagar (probably);  Made in: Bengal (historic),Found/Acquired: West Bengal
"No: 1919,0620.7",300BC (circa),300bc,-300.0,-300.0,-300.0,parsed_bc_single,Hellenistic,Made in: Cyprus (probably),
"No: 1895,1111.3",18th century - 19th century,18th c-19th c,1701.0,1900.0,1800.0,parsed_century_range,Edo Period,Made in: Japan,
"No: 1884,0322.5",380BC (circa),380bc,-380.0,-380.0,-380.0,parsed_bc_single,Western Greek,Made in: Taranto,Excavated/Findspot: Taranto
"No: 1873,0320.87",600 BC (circa),600bc,-600.0,-600.0,-600.0,parsed_bc_single,Cypro-Archaic II,Made in: Cyprus,Excavated/Findspot: Sanctuary of Apollo (Idalion)
"No: 1868,0705.37",330BC (circa),330bc,-330.0,-330.0,-330.0,parsed_bc_single,Western Greek,Made in: Taranto,Excavated/Findspot: Cyrenaica (modern)
"No: 1805,0703.281.a",50-100,50-100,50.0,100.0,75.0,parsed_ad_range,Roman,,Excavated/Findspot: Porta Latina (near)
"No: 2001,0304.1",1788-1789,1788-1789,1788.0,1789.0,1788.0,parsed_ad_range,,Factory in: Meissen,
"No: Af1973,35.1",1880-1920 (circa),1880-1920,1880.0,1920.0,1900.0,parsed_ad_range,,Made in: South Sudan,
